"id","trial","X","A","Y","weights","Group"
1,47,1,1,1.84336313141526,0.8,"Control"
1,48,1,1,2.00761912944886,0.8,"Control"
1,49,1,1,2.0709867371462,0.8,"Control"
1,50,0,0,1.03567178771423,1,"Control"
1,51,1,0,0.917738252186238,0.2,"Control"
1,52,1,1,1.8419846837266,0.8,"Control"
1,53,1,1,2.14379377909379,0.8,"Control"
1,54,1,1,1.97914596842966,0.8,"Control"
1,55,0,0,1.139619994963,1,"Control"
1,56,1,0,1.02886918706828,0.2,"Control"
1,57,0,0,1.02649779898723,1,"Control"
1,58,1,1,1.03693676605671,0.8,"Control"
1,59,0,0,0.828799636664801,1,"Control"
1,60,0,0,-0.110242679161048,1,"Control"
1,61,1,1,1.1350103453341,0.8,"Control"
1,62,1,0,2.02582745515835,0.2,"Control"
1,63,1,1,1.99507006856758,0.8,"Control"
1,64,1,1,1.98282267493424,0.8,"Control"
1,65,1,0,1.86754465942976,0.2,"Control"
1,66,1,0,2.12994071453831,0.2,"Control"
1,67,1,1,1.88574831585237,0.8,"Control"
1,68,1,0,2.00951751784669,0.2,"Control"
1,69,1,1,1.9690065926677,0.8,"Control"
1,70,1,1,2.09924563778746,0.8,"Control"
1,71,1,1,1.90802677680625,0.8,"Control"
1,72,1,1,1.9345751021534,0.8,"Control"
1,73,1,1,1.99736414836027,0.8,"Control"
1,74,1,1,1.98759826986017,0.8,"Control"
1,75,1,1,2.10624362191435,0.8,"Control"
1,76,0,0,1.01713095974533,1,"Control"
1,77,1,1,0.863338757992099,0.8,"Control"
1,78,1,1,1.94813285306399,0.8,"Control"
1,79,1,0,2.02254508274563,0.2,"Control"
1,80,1,1,2.07865920122903,0.8,"Control"
1,81,1,1,1.94923189027891,0.8,"Control"
1,82,1,1,2.16362960913588,0.8,"Control"
1,83,0,0,0.932572372013451,1,"Control"
1,84,1,0,0.793079172661618,0.2,"Control"
1,85,0,0,1.07235163715783,1,"Control"
1,86,1,1,1.16383091252088,0.8,"Control"
1,87,1,0,2.02292989498681,0.2,"Control"
1,88,0,0,1.07741346970671,1,"Control"
1,89,1,1,0.900014888651131,0.8,"Control"
1,90,0,0,1.06563108631796,1,"Control"
1,91,0,0,0.0783996836902838,1,"Control"
1,92,0,0,0.0163773863334398,1,"Control"
1,93,1,0,1.14030319881357,0.2,"Control"
1,94,0,0,1.13005249890284,1,"Control"
1,95,0,0,-0.0771971033330611,1,"Control"
1,96,0,0,-0.101091451884053,1,"Control"
1,97,1,1,1.15776415436966,0.8,"Control"
1,98,0,0,0.900697686260774,1,"Control"
1,99,0,0,0.0190676029485429,1,"Control"
1,100,0,0,0.00176138994287703,1,"Control"
2,1,1,1,NA,0.8,"Control"
2,2,1,1,1.9893001104362,0.8,"Control"
2,3,1,1,1.96115635762375,0.8,"Control"
2,4,1,1,1.98127214243357,0.8,"Control"
2,5,0,0,0.999322123371312,1,"Control"
2,6,0,0,0.0432874525408204,1,"Control"
2,7,1,1,0.941468871277839,0.8,"Control"
2,8,1,1,1.94738302558172,0.8,"Control"
2,9,1,1,1.93234892909288,0.8,"Control"
2,10,1,0,1.80036710732358,0.2,"Control"
2,11,1,0,1.96025811867724,0.2,"Control"
2,12,1,1,1.97823254860349,0.8,"Control"
2,13,1,0,1.81193275867592,0.2,"Control"
2,14,1,1,2.03552184143673,0.8,"Control"
2,15,1,1,1.91453809224032,0.8,"Control"
2,16,0,0,1.17196393417102,1,"Control"
2,17,0,0,0.0579515806587611,1,"Control"
2,18,1,1,0.963114006535442,0.8,"Control"
2,19,1,0,1.97478184441712,0.2,"Control"
2,20,1,0,1.72843465118294,0.2,"Control"
2,21,1,1,1.98667972851732,0.8,"Control"
2,22,1,1,2.21045168913539,0.8,"Control"
2,23,1,1,1.90021645189526,0.8,"Control"
2,24,1,1,2.01831404540942,0.8,"Control"
2,25,1,1,2.0052351548203,0.8,"Control"
2,26,1,1,2.00140508550571,0.8,"Control"
2,27,1,1,1.99192704762906,0.8,"Control"
2,28,1,1,1.97630236547358,0.8,"Control"
2,29,0,0,0.931592209959293,1,"Control"
2,30,1,1,1.12127331772244,0.8,"Control"
2,31,1,1,1.95289744298825,0.8,"Control"
2,32,1,0,2.11590600308126,0.2,"Control"
2,33,1,1,2.19668536125637,0.8,"Control"
2,34,1,1,1.8870100004417,0.8,"Control"
2,35,1,1,1.90226446316495,0.8,"Control"
2,36,1,0,1.88939486630514,0.2,"Control"
2,37,0,0,1.02302600299726,1,"Control"
2,38,1,0,1.00578458096619,0.2,"Control"
2,39,1,1,2.10253124832371,0.8,"Control"
2,40,1,1,2.12088042288893,0.8,"Control"
2,41,1,0,2.11474196970825,0.2,"Control"
2,42,1,1,1.96875402041047,0.8,"Control"
2,43,1,1,2.05488006106734,0.8,"Control"
2,44,1,1,1.97816898286993,0.8,"Control"
2,45,1,1,1.75029547574004,0.8,"Control"
2,46,0,0,1.10692743357889,1,"Control"
2,47,1,1,1.00573244706922,0.8,"Control"
2,48,1,1,1.98670147851759,0.8,"Control"
2,49,0,0,0.859236138582087,1,"Control"
2,50,1,1,0.978955403347488,0.8,"Control"
2,51,0,0,0.971751424561297,1,"Control"
2,52,1,1,0.937226054577927,0.8,"Control"
2,53,1,0,2.19881816676491,0.2,"Control"
2,54,1,1,1.95882436926628,0.8,"Control"
2,55,0,0,1.1911344863971,1,"Control"
2,56,1,1,0.960404008520342,0.8,"Control"
2,57,1,1,1.97735585807475,0.8,"Control"
2,58,0,0,0.834739813762085,1,"Control"
2,59,0,0,0.292092714722341,1,"Control"
2,60,0,0,-0.0849648100494341,1,"Control"
2,61,1,1,1.06124168046531,0.8,"Control"
2,62,0,0,1.1184334468609,1,"Control"
2,63,1,0,0.928114498204014,0.2,"Control"
2,64,1,1,2.11399286175969,0.8,"Control"
2,65,1,0,2.11711028119876,0.2,"Control"
2,66,0,0,0.890334540925649,1,"Control"
2,67,0,0,0.0551986922541275,1,"Control"
2,68,1,0,1.18213447330904,0.2,"Control"
2,69,0,0,1.06626689249012,1,"Control"
2,70,0,0,-0.22072685546309,1,"Control"
2,71,1,1,1.16606670744314,0.8,"Control"
2,72,1,0,1.98609271944314,0.2,"Control"
2,73,0,0,0.970630303722417,1,"Control"
2,74,1,1,1.0307202966346,0.8,"Control"
2,75,1,0,2.02212618477376,0.2,"Control"
2,76,1,1,1.85791952290471,0.8,"Control"
2,77,1,1,1.93650917762552,0.8,"Control"
2,78,1,0,1.95118427341798,0.2,"Control"
2,79,1,0,2.06806251415988,0.2,"Control"
2,80,1,1,1.97140838783798,0.8,"Control"
2,81,1,1,1.84580297912265,0.8,"Control"
2,82,1,0,2.23729627611928,0.2,"Control"
2,83,1,1,1.78443130518216,0.8,"Control"
2,84,0,0,1.08363745849053,1,"Control"
2,85,1,1,1.17754509197022,0.8,"Control"
2,86,1,0,1.99495502392019,0.2,"Control"
2,87,1,0,1.91942978338334,0.2,"Control"
2,88,1,1,2.05069584674754,0.8,"Control"
2,89,1,1,1.85170943802847,0.8,"Control"
2,90,1,1,1.88662562920576,0.8,"Control"
2,91,1,1,2.01087724380332,0.8,"Control"
2,92,1,1,1.98908875737793,0.8,"Control"
2,93,1,1,2.07982771661879,0.8,"Control"
2,94,1,1,2.14850156665344,0.8,"Control"
2,95,1,1,1.92360723883145,0.8,"Control"
2,96,1,1,2.06712771283472,0.8,"Control"
2,97,1,1,1.97297512678422,0.8,"Control"
2,98,1,1,1.81088426661907,0.8,"Control"
2,99,1,1,1.97810134155188,0.8,"Control"
2,100,1,1,1.81533959454367,0.8,"Control"
3,1,0,0,NA,1,"Control"
3,2,1,1,1.1258512965508,0.8,"Control"
3,3,1,1,1.93348054080145,0.8,"Control"
3,4,0,0,1.00841998960976,1,"Control"
3,5,1,1,1.1570077901123,0.8,"Control"
3,6,1,1,2.0655625709512,0.8,"Control"
3,7,1,1,1.83740622030663,0.8,"Control"
3,8,1,1,2.01467845268226,0.8,"Control"
3,9,1,0,1.9894488994439,0.2,"Control"
3,10,0,0,1.05020133622767,1,"Control"
3,11,0,0,-0.278604171858886,1,"Control"
3,12,0,0,-0.0538759297409348,1,"Control"
3,13,1,1,1.06036232728216,0.8,"Control"
3,14,1,1,1.99972270744315,0.8,"Control"
3,15,1,0,1.84244115599821,0.2,"Control"
3,16,0,0,1.08173075802878,1,"Control"
3,17,1,1,0.957211047141648,0.8,"Control"
3,18,1,0,2.03526872038482,0.2,"Control"
3,19,0,0,0.902725839580425,1,"Control"
3,20,0,0,0.113821603252666,1,"Control"
3,21,1,1,0.781204778687671,0.8,"Control"
3,22,1,1,2.11092502172437,0.8,"Control"
3,23,0,0,1.13488425825368,1,"Control"
3,24,1,1,1.05081791093503,0.8,"Control"
3,25,1,1,2.11989720043041,0.8,"Control"
3,26,0,0,1.05698442719937,1,"Control"
3,27,1,1,1.05684379424966,0.8,"Control"
3,28,1,1,2.04438409646254,0.8,"Control"
3,29,0,0,0.895363554532543,1,"Control"
3,30,1,0,1.05077985931885,0.2,"Control"
3,31,1,1,2.035376186563,0.8,"Control"
3,32,1,1,2.0961664244835,0.8,"Control"
3,33,1,0,2.14892302256024,0.2,"Control"
3,34,1,1,1.93047760389591,0.8,"Control"
3,35,0,0,1.00175830034268,1,"Control"
3,36,1,1,0.97412607796154,0.8,"Control"
3,37,1,1,2.18303059511203,0.8,"Control"
3,38,0,0,1.19048141941639,1,"Control"
3,39,0,0,-0.0316713737533841,1,"Control"
3,40,0,0,-0.023852872179052,1,"Control"
3,41,1,1,0.76258997871612,0.8,"Control"
3,42,1,1,1.8845599836545,0.8,"Control"
3,43,1,1,1.90759027336396,0.8,"Control"
3,44,0,0,1.1394266072527,1,"Control"
3,45,0,0,-0.0291319620781947,1,"Control"
3,46,0,0,-0.034784697187307,1,"Control"
3,47,1,1,1.14540439287265,0.8,"Control"
3,48,1,1,1.9930592771785,0.8,"Control"
3,49,1,1,1.98171153707897,0.8,"Control"
3,50,0,0,0.906666410638691,1,"Control"
3,51,0,0,-0.052708078105867,1,"Control"
3,52,1,1,0.954687302359561,0.8,"Control"
3,53,1,1,1.7746306715615,0.8,"Control"
3,54,1,1,2.02962979330263,0.8,"Control"
3,55,1,1,2.05899626404693,0.8,"Control"
3,56,1,1,2.0477398844377,0.8,"Control"
3,57,1,0,1.98445798383088,0.2,"Control"
3,58,1,0,1.99792337097262,0.2,"Control"
3,59,0,0,0.93102063715795,1,"Control"
3,60,0,0,-0.0437942849259112,1,"Control"
3,61,1,1,1.07835111631805,0.8,"Control"
3,62,0,0,1.03377878916434,1,"Control"
3,63,1,1,1.00552862741612,0.8,"Control"
3,64,1,1,1.98366983032323,0.8,"Control"
3,65,1,1,2.06422472727364,0.8,"Control"
3,66,1,1,1.86702412471803,0.8,"Control"
3,67,0,0,0.915818146068617,1,"Control"
3,68,1,0,0.956367302201215,0.2,"Control"
3,69,1,1,1.9731373609862,0.8,"Control"
3,70,1,1,2.01704462886848,0.8,"Control"
3,71,1,1,1.91443030360558,0.8,"Control"
3,72,0,0,0.950303800547688,1,"Control"
3,73,0,0,0.115028662562646,1,"Control"
3,74,0,0,-0.0336210152508938,1,"Control"
3,75,1,1,0.969630489543802,0.8,"Control"
3,76,1,1,1.96365197832128,0.8,"Control"
3,77,0,0,1.16215036873328,1,"Control"
3,78,1,1,1.19383875395538,0.8,"Control"
3,79,1,1,2.15387954169041,0.8,"Control"
3,80,1,1,1.95755957388905,0.8,"Control"
3,81,0,0,1.14469319153072,1,"Control"
3,82,1,1,0.957372331796186,0.8,"Control"
3,83,1,1,2.07673360789086,0.8,"Control"
3,84,1,1,1.83525154538972,0.8,"Control"
3,85,0,0,1.22546123979106,1,"Control"
3,86,0,0,-0.0158920208565837,1,"Control"
3,87,1,1,0.996111232524436,0.8,"Control"
3,88,0,0,1.12639331967449,1,"Control"
3,89,0,0,0.0495332194960559,1,"Control"
3,90,0,0,-0.0508083023733173,1,"Control"
3,91,1,0,0.959143605201018,0.2,"Control"
3,92,0,0,1.00516279489342,1,"Control"
3,93,0,0,0.131205444993554,1,"Control"
3,94,1,1,1.16362376920117,0.8,"Control"
3,95,1,1,1.8122154088656,0.8,"Control"
3,96,1,0,2.0292451043438,0.2,"Control"
3,97,1,1,2.29475713060105,0.8,"Control"
3,98,0,0,0.956047884871807,1,"Control"
3,99,1,0,0.958090738446168,0.2,"Control"
3,100,1,1,2.05993499207412,0.8,"Control"
4,1,0,0,NA,1,"Control"
4,2,1,0,1.04116249929177,0.2,"Control"
4,3,1,1,1.93109831455208,0.8,"Control"
4,4,0,0,0.990749172189137,1,"Control"
4,5,0,0,0.129303438683711,1,"Control"
4,6,1,1,1.01402344287881,0.8,"Control"
4,7,1,1,2.11746705708762,0.8,"Control"
4,8,1,1,1.81042641341143,0.8,"Control"
4,9,0,0,0.863416715265292,1,"Control"
4,10,0,0,-0.00454237091995284,1,"Control"
4,11,0,0,-0.00080643611487549,1,"Control"
4,12,1,1,0.813242395303316,0.8,"Control"
4,13,1,1,1.7258979478786,0.8,"Control"
4,14,1,1,1.97162596389241,0.8,"Control"
4,15,1,1,2.06398393160094,0.8,"Control"
4,16,0,0,0.931309238596881,1,"Control"
4,17,1,1,1.08633039840899,0.8,"Control"
4,18,0,0,1.04485367128723,1,"Control"
4,19,1,1,0.802321469994705,0.8,"Control"
4,20,1,1,2.15691831702869,0.8,"Control"
4,21,1,1,1.83077308736399,0.8,"Control"
4,22,1,1,2.14963383660482,0.8,"Control"
4,23,1,1,1.89207005747664,0.8,"Control"
4,24,0,0,0.98345457736126,1,"Control"
4,25,0,0,0.0689531941416317,1,"Control"
4,26,1,1,0.852886089052307,0.8,"Control"
4,27,0,0,0.927452558393979,1,"Control"
4,28,1,1,0.924679300262904,0.8,"Control"
4,29,0,0,1.13756262972788,1,"Control"
4,30,1,1,0.986164891263743,0.8,"Control"
4,31,0,0,0.988708779084027,1,"Control"
4,32,0,0,-0.0677349411201226,1,"Control"
4,33,1,0,1.05944327302381,0.2,"Control"
4,34,1,0,1.83708698506408,0.2,"Control"
4,35,1,1,2.05376211191997,0.8,"Control"
4,36,1,1,1.91300421172569,0.8,"Control"
4,37,1,1,2.14642042788648,0.8,"Control"
4,38,1,1,2.00304456106298,0.8,"Control"
4,39,1,1,1.87101554554513,0.8,"Control"
4,40,1,1,2.14579882193252,0.8,"Control"
4,41,1,0,2.02496506904098,0.2,"Control"
4,42,1,1,2.04526078359857,0.8,"Control"
4,43,1,1,1.71161238044719,0.8,"Control"
4,44,1,1,2.02677045349167,0.8,"Control"
4,45,1,1,2.00301100946963,0.8,"Control"
4,46,1,0,2.10868314814168,0.2,"Control"
4,47,0,0,0.836016880676443,1,"Control"
4,48,0,0,0.117770502636331,1,"Control"
4,49,1,1,0.926683416760464,0.8,"Control"
4,50,1,1,2.04034640255339,0.8,"Control"
4,51,0,0,0.989438180104051,1,"Control"
4,52,1,1,1.00957224583154,0.8,"Control"
4,53,1,0,2.00802786143563,0.2,"Control"
4,54,1,1,2.15284406474025,0.8,"Control"
4,55,1,0,1.92539248381134,0.2,"Control"
4,56,1,1,2.05381358222326,0.8,"Control"
4,57,1,0,2.07414663928314,0.2,"Control"
4,58,0,0,1.06012388825871,1,"Control"
4,59,0,0,-0.0699527114034229,1,"Control"
4,60,1,1,1.0363885582983,0.8,"Control"
4,61,1,1,2.02164124571314,0.8,"Control"
4,62,0,0,0.971505197270575,1,"Control"
4,63,1,1,0.958199133429361,0.8,"Control"
4,64,1,1,2.07050434592328,0.8,"Control"
4,65,1,1,2.08970548727821,0.8,"Control"
4,66,0,0,0.933433696371186,1,"Control"
4,67,1,0,1.0956487494745,0.2,"Control"
4,68,0,0,0.909281871838617,1,"Control"
4,69,1,1,0.980202586301901,0.8,"Control"
4,70,1,1,2.11529176952024,0.8,"Control"
4,71,1,1,1.86136454657295,0.8,"Control"
4,72,0,0,1.00266524147103,1,"Control"
4,73,1,1,1.00628133212543,0.8,"Control"
4,74,0,0,0.947402112810162,1,"Control"
4,75,0,0,-0.00778448023033859,1,"Control"
4,76,0,0,0.148162170588499,1,"Control"
4,77,1,1,0.933231469330348,0.8,"Control"
4,78,1,1,1.92638607724725,0.8,"Control"
4,79,0,0,1.01955120648268,1,"Control"
4,80,1,1,0.89528849378608,0.8,"Control"
4,81,1,1,1.99772353803219,0.8,"Control"
4,82,1,1,1.90546065519567,0.8,"Control"
4,83,1,1,2.09507941903865,0.8,"Control"
4,84,1,0,2.03940942539059,0.2,"Control"
4,85,1,1,2.2212176531615,0.8,"Control"
4,86,1,0,2.14006450580481,0.2,"Control"
4,87,1,0,1.90325977939448,0.2,"Control"
4,88,1,1,2.07412423675527,0.8,"Control"
4,89,0,0,1.03444854395824,1,"Control"
4,90,0,0,-0.110462483811025,1,"Control"
4,91,1,1,1.06655047665881,0.8,"Control"
4,92,1,1,1.79268064761616,0.8,"Control"
4,93,1,0,1.89851953502619,0.2,"Control"
4,94,0,0,1.09522792554313,1,"Control"
4,95,1,1,0.885882500052598,0.8,"Control"
4,96,1,1,2.01656042347543,0.8,"Control"
4,97,1,1,2.17217929041995,0.8,"Control"
4,98,1,1,1.96392312133987,0.8,"Control"
4,99,1,1,2.16031555554885,0.8,"Control"
4,100,0,0,0.916146971252001,1,"Control"
5,1,1,1,NA,0.8,"Control"
5,2,1,1,1.95766480566677,0.8,"Control"
5,3,1,1,1.90165239503559,0.8,"Control"
5,4,1,1,1.98110048838529,0.8,"Control"
5,5,1,1,1.98115481446772,0.8,"Control"
5,6,0,0,1.13007951006511,1,"Control"
5,7,1,1,1.14626710335114,0.8,"Control"
5,8,0,0,0.854551556662633,1,"Control"
5,9,0,0,0.178436856788693,1,"Control"
5,10,1,0,0.965962061822125,0.2,"Control"
5,11,1,1,2.1426576973385,0.8,"Control"
5,12,1,1,2.00466014139117,0.8,"Control"
5,13,1,0,2.03030314347965,0.2,"Control"
5,14,1,1,2.10917740579413,0.8,"Control"
5,15,1,0,1.87840527729093,0.2,"Control"
5,16,0,0,1.0669731742673,1,"Control"
5,17,1,1,1.14524904469103,0.8,"Control"
5,18,1,1,2.12347346817991,0.8,"Control"
5,19,0,0,1.07927019481002,1,"Control"
5,20,1,1,1.20490571745751,0.8,"Control"
5,21,0,0,1.15126409841649,1,"Control"
5,22,1,1,1.12616519212202,0.8,"Control"
5,23,1,1,2.03743075236895,0.8,"Control"
5,24,1,1,2.17028569212465,0.8,"Control"
5,25,1,1,2.06024261430757,0.8,"Control"
5,26,1,0,2.03993053872258,0.2,"Control"
5,27,1,1,2.03320344968693,0.8,"Control"
5,28,1,1,2.24002871410894,0.8,"Control"
5,29,1,1,1.93965426446549,0.8,"Control"
5,30,1,1,1.96393683076349,0.8,"Control"
5,31,1,1,2.00387243621404,0.8,"Control"
5,32,1,0,1.93654742174157,0.2,"Control"
5,33,1,1,1.93409414068477,0.8,"Control"
5,34,1,1,2.12522608320264,0.8,"Control"
5,35,0,0,1.02878817367248,1,"Control"
5,36,1,1,0.99534087343766,0.8,"Control"
5,37,0,0,0.925581847691107,1,"Control"
5,38,1,1,1.01857785834517,0.8,"Control"
5,39,1,1,1.95397928492453,0.8,"Control"
5,40,1,1,2.13163628376798,0.8,"Control"
5,41,1,1,2.05652849010591,0.8,"Control"
5,42,1,1,1.92945804651306,0.8,"Control"
5,43,1,0,1.97034142695622,0.2,"Control"
5,44,0,0,0.79314138070166,1,"Control"
5,45,1,0,0.978984306582958,0.2,"Control"
5,46,0,0,0.926217592958759,1,"Control"
5,47,1,1,1.01038219267493,0.8,"Control"
5,48,1,1,2.13121475047463,0.8,"Control"
5,49,0,0,0.963619755485039,1,"Control"
5,50,0,0,0.0354329979813839,1,"Control"
5,51,1,1,1.04609495564664,0.8,"Control"
5,52,1,1,2.01959125388364,0.8,"Control"
5,53,0,0,1.22324217263062,1,"Control"
5,54,1,1,1.01657951686317,0.8,"Control"
5,55,0,0,1.05662179638079,1,"Control"
5,56,1,0,0.984146832601988,0.2,"Control"
5,57,1,0,2.12030308060676,0.2,"Control"
5,58,0,0,0.96057366546208,1,"Control"
5,59,1,0,0.884769025468843,0.2,"Control"
5,60,1,0,1.94907900665304,0.2,"Control"
5,61,1,1,1.93004572674759,0.8,"Control"
5,62,1,0,1.87146781060753,0.2,"Control"
5,63,0,0,0.884122253267684,1,"Control"
5,64,0,0,0.033347986907999,1,"Control"
5,65,1,1,0.899604909757752,0.8,"Control"
5,66,0,0,1.00316262916805,1,"Control"
5,67,1,1,1.08632026638026,0.8,"Control"
5,68,1,1,1.93397634496282,0.8,"Control"
5,69,1,1,1.95408119682443,0.8,"Control"
5,70,0,0,1.1140309098365,1,"Control"
5,71,1,1,1.02779562974758,0.8,"Control"
5,72,1,0,2.09200418863257,0.2,"Control"
5,73,1,1,1.784404465768,0.8,"Control"
5,74,1,1,1.95733433751303,0.8,"Control"
5,75,0,0,0.982108897131313,1,"Control"
5,76,0,0,-0.0100820547605915,1,"Control"
5,77,0,0,0.134678974973246,1,"Control"
5,78,1,0,1.04503747182022,0.2,"Control"
5,79,0,0,0.959739600628544,1,"Control"
5,80,1,1,0.843655876900802,0.8,"Control"
5,81,1,1,1.86765683334663,0.8,"Control"
5,82,1,1,2.01043616848228,0.8,"Control"
5,83,1,1,1.9276745150103,0.8,"Control"
5,84,0,0,1.09817439559456,1,"Control"
5,85,1,1,0.875621581608213,0.8,"Control"
5,86,1,1,2.01622922927465,0.8,"Control"
5,87,0,0,1.04367589826366,1,"Control"
5,88,1,1,1.07410823060321,0.8,"Control"
5,89,0,0,0.902668330984641,1,"Control"
5,90,0,0,-0.0313919829389072,1,"Control"
5,91,1,1,0.924019194442257,0.8,"Control"
5,92,0,0,1.05629028297739,1,"Control"
5,93,1,1,1.14014109101378,0.8,"Control"
5,94,1,1,2.06778666666657,0.8,"Control"
5,95,1,1,1.89881346223347,0.8,"Control"
5,96,0,0,0.907500238491854,1,"Control"
5,97,1,1,0.995705257883918,0.8,"Control"
5,98,1,1,1.96422376225567,0.8,"Control"
5,99,1,1,1.85713020575808,0.8,"Control"
5,100,0,0,1.05280764575454,1,"Control"
6,1,0,0,NA,1,"Control"
6,2,1,0,1.02488749466572,0.2,"Control"
6,3,0,0,1.03474658496872,1,"Control"
6,4,1,1,0.904400089476553,0.8,"Control"
6,5,1,1,1.96652031959356,0.8,"Control"
6,6,1,1,1.68288872118658,0.8,"Control"
6,7,1,1,2.03775226995599,0.8,"Control"
6,8,1,1,1.98175535685154,0.8,"Control"
6,9,1,1,2.09540819854733,0.8,"Control"
6,10,1,1,2.07632273971604,0.8,"Control"
6,11,1,1,1.96385187555349,0.8,"Control"
6,12,0,0,1.09084606247987,1,"Control"
6,13,1,1,0.965565023812802,0.8,"Control"
6,14,1,1,2.09436661252051,0.8,"Control"
6,15,0,0,0.93528011262933,1,"Control"
6,16,1,1,1.17446660676822,0.8,"Control"
6,17,0,0,1.09594560470106,1,"Control"
6,18,1,1,1.0283858668679,0.8,"Control"
6,19,0,0,0.830613423588851,1,"Control"
6,20,0,0,0.105127198241115,1,"Control"
6,21,1,1,1.06883572473895,0.8,"Control"
6,22,1,1,2.01244208346682,0.8,"Control"
6,23,1,1,1.97491903419639,0.8,"Control"
6,24,1,1,2.15781622334646,0.8,"Control"
6,25,1,1,2.10205211017359,0.8,"Control"
6,26,1,1,2.02237423357991,0.8,"Control"
6,27,1,1,2.06612913810638,0.8,"Control"
6,28,0,0,1.11787700980087,1,"Control"
6,29,1,0,0.896176610370532,0.2,"Control"
6,30,1,1,1.95685531180544,0.8,"Control"
6,31,1,1,1.93305019293599,0.8,"Control"
6,32,1,1,1.94812640924552,0.8,"Control"
6,33,1,1,1.81866699300483,0.8,"Control"
6,34,0,0,0.805979389595835,1,"Control"
6,35,1,0,0.89119177788617,0.2,"Control"
6,36,0,0,0.910325835362214,1,"Control"
6,37,1,1,0.982249937124308,0.8,"Control"
6,38,1,0,1.92439598256505,0.2,"Control"
6,39,1,1,1.6893837213574,0.8,"Control"
6,40,1,1,2.19680122690166,0.8,"Control"
6,41,1,1,2.03334403362731,0.8,"Control"
6,42,1,1,1.96415137164463,0.8,"Control"
6,43,1,1,2.10639053686231,0.8,"Control"
6,44,1,0,1.979644775422,0.2,"Control"
6,45,1,1,1.95806429060355,0.8,"Control"
6,46,1,0,1.95078435935146,0.2,"Control"
6,47,0,0,0.878876410932274,1,"Control"
6,48,1,1,1.04144053983164,0.8,"Control"
6,49,1,0,1.97555203769602,0.2,"Control"
6,50,1,0,2.12726886670644,0.2,"Control"
6,51,1,0,1.91642964685151,0.2,"Control"
6,52,1,1,2.26839362261222,0.8,"Control"
6,53,1,1,1.96642734526121,0.8,"Control"
6,54,1,1,1.92058828635529,0.8,"Control"
6,55,1,1,1.97888606231053,0.8,"Control"
6,56,0,0,1.05450253728342,1,"Control"
6,57,1,1,1.06132605729264,0.8,"Control"
6,58,1,1,2.01442233013731,0.8,"Control"
6,59,1,1,2.01288756750867,0.8,"Control"
6,60,1,1,2.05767998653619,0.8,"Control"
6,61,0,0,0.856343451406674,1,"Control"
6,62,0,0,0.0161932110761222,1,"Control"
6,63,1,0,1.07184493337855,0.2,"Control"
6,64,1,0,1.78926193467364,0.2,"Control"
6,65,0,0,1.0237749121923,1,"Control"
6,66,1,1,0.743081011240455,0.8,"Control"
6,67,1,1,2.07132071026663,0.8,"Control"
6,68,0,0,1.14188546792002,1,"Control"
6,69,1,1,1.25840391231437,0.8,"Control"
6,70,1,1,1.99884352652802,0.8,"Control"
